frame,state,schedule_progress,raw_target_median_m,forced_target_s_m,target_scale_factor,scaled_target_alignment_error_m,focus_distance_used_for_coc_m
45,tracking,0.3697478991596639,36.5117301940918,29.57523618425642,0.8100201230409558,1.0899135034492247e-06,29.57523618425642
46,tracking,0.37815126050420167,36.46967315673828,29.380899701799663,0.8056255282444486,1.6348702587265507e-06,29.380899701799663
47,tracking,0.3865546218487395,37.055389404296875,29.186563219342915,0.787646916914021,-1.6348702587265507e-06,29.186563219342915
48,tracking,0.3949579831932773,36.40980911254883,28.99222673688616,0.7962751644005143,-1.0899135034492247e-06,28.99222673688616
49,tracking,0.40336134453781514,34.75010299682617,28.797890254429408,0.8287138100586235,1.3623918810878877e-06,28.797890254429408
50,tracking,0.4117647058823529,34.713165283203125,28.603553771972656,0.8239972799545663,0.0,28.603553771972656
51,tracking,0.42016806722689076,35.20435333251953,28.409217289515905,0.8069802339835422,5.449567517246123e-07,28.409217289515905
52,tracking,0.42857142857142855,35.88330078125,28.214880807059153,0.7862955801937317,1.0899135034492247e-06,28.214880807059153
53,tracking,0.4369747899159664,37.23218536376953,28.020544324602398,0.7525893001131505,-2.1798270068984493e-06,28.020544324602398
54,tracking,0.44537815126050423,38.9168815612793,27.826207842145646,0.7150163817296087,2.72478377638663e-07,27.826207842145646
55,tracking,0.453781512605042,39.258689880371094,27.631871359688894,0.7038408934146455,8.174351293632753e-07,27.631871359688894
56,tracking,0.46218487394957986,39.473228454589844,27.437534877232142,0.6950922422977485,-5.449567517246123e-07,27.437534877232142
57,tracking,0.47058823529411764,41.24190139770508,27.24319839477539,0.6605708629207709,0.0,27.24319839477539
58,tracking,0.4789915966386555,39.70616912841797,27.048861912318635,0.6812256761622361,5.44956755277326e-07,27.048861912318635
59,tracking,0.48739495798319327,40.802425384521484,26.854525429861887,0.6581600279097435,1.0899135034492247e-06,26.854525429861887
60,tracking,0.4957983193277311,40.535888671875,26.660188947405132,0.6576934617916188,-2.724783740859493e-07,26.660188947405132
61,tracking,0.5042016806722689,40.260684967041016,26.465852464948384,0.6573622005342029,2.724783740859493e-07,26.465852464948384
62,tracking,0.5126050420168067,40.63970947265625,26.27151598249163,0.6464494043730302,-1.0899135034492247e-06,26.27151598249163
63,tracking,0.5210084033613446,39.75565719604492,26.077179500034877,0.6559363204950152,-5.449567517246123e-07,26.077179500034877
64,tracking,0.5294117647058824,38.258758544921875,25.882843017578125,0.6765207236713535,0.0,25.882843017578125
65,tracking,0.5378151260504201,39.66022872924805,25.688506535121373,0.647714533128171,5.449567517246123e-07,25.688506535121373
66,tracking,0.5462184873949579,39.80510330200195,25.49417005266462,0.6404749124563237,-8.174351293632753e-07,25.49417005266462
67,tracking,0.5546218487394958,38.961124420166016,25.299833570207866,0.6493609706272451,-2.724783740859493e-07,25.299833570207866
68,tracking,0.5630252100840336,39.99190139770508,25.105497087751118,0.6277645275748701,2.724783740859493e-07,25.105497087751118
69,tracking,0.5714285714285714,38.9199333190918,24.911160605294363,0.6400617493626186,-1.0899135034492247e-06,24.911160605294363
70,tracking,0.5798319327731093,39.01509094238281,24.71682412283761,0.633519582444117,1.3623918810878877e-06,24.71682412283761
71,tracking,0.5882352941176471,38.71051788330078,24.52248764038086,0.6334838431846335,0.0,24.52248764038086
72,tracking,0.5966386554621849,38.283836364746094,24.328151157924108,0.6354679537896791,5.449567517246123e-07,24.328151157924108
73,tracking,0.6050420168067226,39.20976638793945,24.133814675467356,0.6155051891074436,1.0899135034492247e-06,24.133814675467356
74,tracking,0.6134453781512605,39.488182067871094,23.9394781930106,0.6062441201234372,-2.724783740859493e-07,23.9394781930106
75,tracking,0.6218487394957983,41.181419372558594,23.745141710553852,0.5765984289112804,-1.6348702587265507e-06,23.745141710553852
76,tracking,0.6302521008403361,41.34238052368164,23.550805228097097,0.5696528581513777,8.174351293632753e-07,23.550805228097097
77,tracking,0.6386554621848739,41.01433563232422,23.35646874564035,0.569470854167211,1.362391877535174e-06,23.35646874564035
78,tracking,0.6470588235294118,42.03640365600586,23.162132263183594,0.5510017567802653,-1.9073486328125e-06,23.162132263183594
79,tracking,0.6554621848739496,42.99589157104492,22.967795780726842,0.5341858243077865,5.449567517246123e-07,22.967795780726842
80,tracking,0.6638655462184874,42.929107666015625,22.77345929827009,0.5304899294773476,-8.174351293632753e-07,22.77345929827009
81,tracking,0.6722689075630253,42.00943374633789,22.579122815813335,0.5374774378571965,-2.724783740859493e-07,22.579122815813335
82,tracking,0.680672268907563,40.94286346435547,22.384786333356587,0.5467323103291152,2.724783740859493e-07,22.384786333356587
83,tracking,0.6890756302521008,42.02964782714844,22.19044985089983,0.5279713487526829,-1.0899135034492247e-06,22.19044985089983
84,tracking,0.6974789915966386,41.557498931884766,21.99611336844308,0.529293483337292,-5.449567517246123e-07,21.99611336844308
85,tracking,0.7058823529411765,41.48405838012695,21.801776885986328,0.5255459021441964,0.0,21.801776885986328
86,tracking,0.7142857142857143,41.40264892578125,21.607440403529576,0.521885458156633,-1.3623918810878877e-06,21.607440403529576
87,tracking,0.7226890756302521,40.687034606933594,21.413103921072825,0.5262881438261356,-8.174351293632753e-07,21.413103921072825
88,tracking,0.7310924369747899,40.17749786376953,21.218767438616073,0.5281256565693284,-2.179827010451163e-06,21.218767438616073
89,tracking,0.7394957983193278,39.392513275146484,21.024430956159318,0.5337164148250487,2.72478377638663e-07,21.024430956159318
90,tracking,0.7478991596638656,37.21992111206055,20.830094473702566,0.5596490763907851,-1.0899135034492247e-06,20.830094473702566
91,tracking,0.7563025210084033,36.74369812011719,20.635757991245814,0.5616135295850292,-5.449567517246123e-07,20.635757991245814
92,tracking,0.7647058823529411,36.747379302978516,20.441421508789062,0.5562688250569261,0.0,20.441421508789062
93,tracking,0.773109243697479,36.66838836669922,20.24708502633231,0.5521673007238004,-1.3623918810878877e-06,20.24708502633231
94,tracking,0.7815126050420168,35.49396514892578,20.05274854387556,0.5649621973689928,1.0899135034492247e-06,20.05274854387556
95,tracking,0.7899159663865546,34.872657775878906,19.858412061418807,0.5694550782176026,-2.179827010451163e-06,19.858412061418807
96,tracking,0.7983193277310925,36.47735595703125,19.664075578962052,0.5390762313509094,2.72478377638663e-07,19.664075578962052
97,tracking,0.8067226890756303,37.430206298828125,19.4697390965053,0.5201611484870406,-1.0899135034492247e-06,19.4697390965053
98,tracking,0.8151260504201681,38.134986877441406,19.27540261404855,0.5054519272812661,-5.449567517246123e-07,19.27540261404855
99,tracking,0.8235294117647058,38.23887634277344,19.081066131591797,0.4989965175898226,0.0,19.081066131591797
100,tracking,0.8319327731092437,39.03093719482422,18.886729649135045,0.4838912669419468,5.449567517246123e-07,18.886729649135045
101,tracking,0.8403361344537815,38.36160659790039,18.692393166678293,0.48726825658290773,1.0899135034492247e-06,18.692393166678293
102,tracking,0.8487394957983193,39.026405334472656,18.49805668422154,0.4739882273472394,-2.72478377638663e-07,18.49805668422154
103,tracking,0.8571428571428571,39.437278747558594,18.30372020176479,0.46412229197984156,2.724783740859493e-07,18.30372020176479
104,tracking,0.865546218487395,41.37078857421875,18.109383719308035,0.4377335879595332,8.174351293632753e-07,18.109383719308035
105,tracking,0.8739495798319328,42.15819549560547,17.915047236851283,0.4249481512727159,-5.449567517246123e-07,17.915047236851283
106,tracking,0.8823529411764706,42.03272247314453,17.72071075439453,0.4215932186100154,0.0,17.72071075439453
107,tracking,0.8907563025210085,41.90843200683594,17.526374271937776,0.4182063950538389,-1.362391877535174e-06,17.526374271937776
108,tracking,0.8991596638655462,40.163673400878906,17.332037789481028,0.43153517399884417,1.0899135034492247e-06,17.332037789481028
109,tracking,0.907563025210084,42.04338836669922,17.137701307024276,0.4076194134866238,-2.72478377638663e-07,17.137701307024276
110,tracking,0.9159663865546218,39.860164642333984,16.943364824567524,0.42507011640821507,2.724783740859493e-07,16.943364824567524
111,tracking,0.9243697478991597,39.64067840576172,16.74902834211077,0.42252123363449606,-1.0899135034492247e-06,16.74902834211077
112,tracking,0.9327731092436975,38.398399353027344,16.554691859654017,0.4311297381813609,-5.449567517246123e-07,16.554691859654017
113,tracking,0.9411764705882353,38.134376525878906,16.360355377197266,0.429018561929149,0.0,16.360355377197266
114,tracking,0.9495798319327731,39.21940231323242,16.166018894740514,0.4121944226897661,5.449567517246123e-07,16.166018894740514
115,tracking,0.957983193277311,39.501319885253906,15.971682412283759,0.4043328794754043,1.3623919059568834e-07,15.971682412283759
116,tracking,0.9663865546218487,40.35111999511719,15.77734592982701,0.39100143767350687,-2.72478377638663e-07,15.77734592982701
117,tracking,0.9747899159663865,39.916988372802734,15.583009447370259,0.39038539936514033,2.724783740859493e-07,15.583009447370259
118,tracking,0.9831932773109243,40.43843078613281,15.388672964913507,0.38054574981654843,-1.3623919059568834e-07,15.388672964913507
119,tracking,0.9915966386554622,41.17055130004883,15.194336482456752,0.36905836824290306,4.0871756468163767e-07,15.194336482456752
120,tracking,1.0,41.372962951660156,15.0,0.36255561433987415,0.0,15.0
121,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
122,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
123,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
124,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
125,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
126,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
127,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
128,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
129,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
130,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
131,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
132,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
133,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
134,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
135,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
136,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
137,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
138,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
139,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
140,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
141,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
142,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
143,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
144,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
145,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
146,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
147,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
148,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
149,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
150,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
151,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
152,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
153,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
154,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
155,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
156,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
157,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
158,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
159,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
160,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
161,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
162,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
163,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
164,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
165,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
166,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
167,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
168,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
169,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
170,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
171,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
172,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
173,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
174,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
175,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
176,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
177,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
178,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
179,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
180,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
181,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
182,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
183,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
184,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
185,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
186,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
187,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
188,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
189,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
190,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
191,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
192,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
193,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
194,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
195,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
196,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
197,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
198,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
199,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
200,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
201,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
202,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
203,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
204,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
205,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
206,deep-focus-pull,1.0,,15.0,0.36255561433987415,,15.0
