frame,rack_progress,rack_focus_distance_m,fixed_scene_scale,first_frame_target_raw_median_m
1,0.0,60.0,1.5737275042815992,38.126041412353516
2,0.004878048780487805,59.72195121951219,1.5737275042815992,38.126041412353516
3,0.00975609756097561,59.44390243902439,1.5737275042815992,38.126041412353516
4,0.014634146341463415,59.165853658536584,1.5737275042815992,38.126041412353516
5,0.01951219512195122,58.88780487804878,1.5737275042815992,38.126041412353516
6,0.024390243902439025,58.609756097560975,1.5737275042815992,38.126041412353516
7,0.02926829268292683,58.33170731707317,1.5737275042815992,38.126041412353516
8,0.03414634146341464,58.05365853658537,1.5737275042815992,38.126041412353516
9,0.03902439024390244,57.77560975609756,1.5737275042815992,38.126041412353516
10,0.04390243902439024,57.49756097560976,1.5737275042815992,38.126041412353516
11,0.04878048780487805,57.21951219512195,1.5737275042815992,38.126041412353516
12,0.05365853658536585,56.94146341463414,1.5737275042815992,38.126041412353516
13,0.05853658536585366,56.66341463414634,1.5737275042815992,38.126041412353516
14,0.06341463414634146,56.385365853658534,1.5737275042815992,38.126041412353516
15,0.06829268292682927,56.107317073170734,1.5737275042815992,38.126041412353516
16,0.07317073170731707,55.829268292682926,1.5737275042815992,38.126041412353516
17,0.07804878048780488,55.55121951219512,1.5737275042815992,38.126041412353516
18,0.08292682926829269,55.27317073170732,1.5737275042815992,38.126041412353516
19,0.08780487804878048,54.99512195121951,1.5737275042815992,38.126041412353516
20,0.09268292682926829,54.71707317073171,1.5737275042815992,38.126041412353516
21,0.0975609756097561,54.4390243902439,1.5737275042815992,38.126041412353516
22,0.1024390243902439,54.1609756097561,1.5737275042815992,38.126041412353516
23,0.1073170731707317,53.88292682926829,1.5737275042815992,38.126041412353516
24,0.11219512195121951,53.604878048780485,1.5737275042815992,38.126041412353516
25,0.11707317073170732,53.326829268292684,1.5737275042815992,38.126041412353516
26,0.12195121951219512,53.048780487804876,1.5737275042815992,38.126041412353516
27,0.12682926829268293,52.770731707317076,1.5737275042815992,38.126041412353516
28,0.13170731707317074,52.49268292682927,1.5737275042815992,38.126041412353516
29,0.13658536585365855,52.21463414634146,1.5737275042815992,38.126041412353516
30,0.14146341463414633,51.93658536585366,1.5737275042815992,38.126041412353516
31,0.14634146341463414,51.65853658536585,1.5737275042815992,38.126041412353516
32,0.15121951219512195,51.38048780487805,1.5737275042815992,38.126041412353516
33,0.15609756097560976,51.10243902439024,1.5737275042815992,38.126041412353516
34,0.16097560975609757,50.82439024390244,1.5737275042815992,38.126041412353516
35,0.16585365853658537,50.546341463414635,1.5737275042815992,38.126041412353516
36,0.17073170731707318,50.26829268292683,1.5737275042815992,38.126041412353516
37,0.17560975609756097,49.990243902439026,1.5737275042815992,38.126041412353516
38,0.18048780487804877,49.71219512195122,1.5737275042815992,38.126041412353516
39,0.18536585365853658,49.43414634146342,1.5737275042815992,38.126041412353516
40,0.1902439024390244,49.15609756097561,1.5737275042815992,38.126041412353516
41,0.1951219512195122,48.8780487804878,1.5737275042815992,38.126041412353516
42,0.2,48.6,1.5737275042815992,38.126041412353516
43,0.2048780487804878,48.321951219512194,1.5737275042815992,38.126041412353516
44,0.2097560975609756,48.04390243902439,1.5737275042815992,38.126041412353516
45,0.2146341463414634,47.765853658536585,1.5737275042815992,38.126041412353516
46,0.21951219512195122,47.48780487804878,1.5737275042815992,38.126041412353516
47,0.22439024390243903,47.20975609756098,1.5737275042815992,38.126041412353516
48,0.22926829268292684,46.93170731707317,1.5737275042815992,38.126041412353516
49,0.23414634146341465,46.65365853658537,1.5737275042815992,38.126041412353516
50,0.23902439024390243,46.37560975609756,1.5737275042815992,38.126041412353516
51,0.24390243902439024,46.09756097560975,1.5737275042815992,38.126041412353516
52,0.24878048780487805,45.81951219512195,1.5737275042815992,38.126041412353516
53,0.25365853658536586,45.541463414634144,1.5737275042815992,38.126041412353516
54,0.25853658536585367,45.26341463414634,1.5737275042815992,38.126041412353516
55,0.2634146341463415,44.985365853658536,1.5737275042815992,38.126041412353516
56,0.2682926829268293,44.70731707317073,1.5737275042815992,38.126041412353516
57,0.2731707317073171,44.42926829268293,1.5737275042815992,38.126041412353516
58,0.2780487804878049,44.15121951219512,1.5737275042815992,38.126041412353516
59,0.28292682926829266,43.87317073170732,1.5737275042815992,38.126041412353516
60,0.28780487804878047,43.59512195121951,1.5737275042815992,38.126041412353516
61,0.2926829268292683,43.3170731707317,1.5737275042815992,38.126041412353516
62,0.2975609756097561,43.0390243902439,1.5737275042815992,38.126041412353516
63,0.3024390243902439,42.7609756097561,1.5737275042815992,38.126041412353516
64,0.3073170731707317,42.482926829268294,1.5737275042815992,38.126041412353516
65,0.3121951219512195,42.204878048780486,1.5737275042815992,38.126041412353516
66,0.3170731707317073,41.92682926829268,1.5737275042815992,38.126041412353516
67,0.32195121951219513,41.64878048780488,1.5737275042815992,38.126041412353516
68,0.32682926829268294,41.37073170731708,1.5737275042815992,38.126041412353516
69,0.33170731707317075,41.09268292682927,1.5737275042815992,38.126041412353516
70,0.33658536585365856,40.81463414634146,1.5737275042815992,38.126041412353516
71,0.34146341463414637,40.536585365853654,1.5737275042815992,38.126041412353516
72,0.3463414634146341,40.25853658536586,1.5737275042815992,38.126041412353516
73,0.35121951219512193,39.98048780487805,1.5737275042815992,38.126041412353516
74,0.35609756097560974,39.702439024390245,1.5737275042815992,38.126041412353516
75,0.36097560975609755,39.42439024390244,1.5737275042815992,38.126041412353516
76,0.36585365853658536,39.146341463414636,1.5737275042815992,38.126041412353516
77,0.37073170731707317,38.86829268292683,1.5737275042815992,38.126041412353516
78,0.375609756097561,38.59024390243903,1.5737275042815992,38.126041412353516
79,0.3804878048780488,38.31219512195122,1.5737275042815992,38.126041412353516
80,0.3853658536585366,38.03414634146341,1.5737275042815992,38.126041412353516
81,0.3902439024390244,37.756097560975604,1.5737275042815992,38.126041412353516
82,0.3951219512195122,37.4780487804878,1.5737275042815992,38.126041412353516
83,0.4,37.2,1.5737275042815992,38.126041412353516
84,0.40487804878048783,36.921951219512195,1.5737275042815992,38.126041412353516
85,0.4097560975609756,36.64390243902439,1.5737275042815992,38.126041412353516
86,0.4146341463414634,36.36585365853659,1.5737275042815992,38.126041412353516
87,0.4195121951219512,36.087804878048786,1.5737275042815992,38.126041412353516
88,0.424390243902439,35.80975609756098,1.5737275042815992,38.126041412353516
89,0.4292682926829268,35.53170731707317,1.5737275042815992,38.126041412353516
90,0.43414634146341463,35.25365853658536,1.5737275042815992,38.126041412353516
91,0.43902439024390244,34.97560975609756,1.5737275042815992,38.126041412353516
92,0.44390243902439025,34.697560975609754,1.5737275042815992,38.126041412353516
93,0.44878048780487806,34.41951219512195,1.5737275042815992,38.126041412353516
94,0.45365853658536587,34.141463414634146,1.5737275042815992,38.126041412353516
95,0.4585365853658537,33.86341463414634,1.5737275042815992,38.126041412353516
96,0.4634146341463415,33.58536585365853,1.5737275042815992,38.126041412353516
97,0.4682926829268293,33.30731707317073,1.5737275042815992,38.126041412353516
98,0.47317073170731705,33.02926829268293,1.5737275042815992,38.126041412353516
99,0.47804878048780486,32.75121951219512,1.5737275042815992,38.126041412353516
100,0.48292682926829267,32.47317073170731,1.5737275042815992,38.126041412353516
101,0.4878048780487805,32.19512195121951,1.5737275042815992,38.126041412353516
102,0.4926829268292683,31.917073170731708,1.5737275042815992,38.126041412353516
103,0.4975609756097561,31.639024390243904,1.5737275042815992,38.126041412353516
104,0.5024390243902439,31.360975609756096,1.5737275042815992,38.126041412353516
105,0.5073170731707317,31.082926829268292,1.5737275042815992,38.126041412353516
106,0.5121951219512195,30.804878048780488,1.5737275042815992,38.126041412353516
107,0.5170731707317073,30.526829268292683,1.5737275042815992,38.126041412353516
108,0.5219512195121951,30.248780487804876,1.5737275042815992,38.126041412353516
109,0.526829268292683,29.97073170731707,1.5737275042815992,38.126041412353516
110,0.5317073170731708,29.692682926829267,1.5737275042815992,38.126041412353516
111,0.5365853658536586,29.414634146341463,1.5737275042815992,38.126041412353516
112,0.5414634146341464,29.136585365853655,1.5737275042815992,38.126041412353516
113,0.5463414634146342,28.85853658536585,1.5737275042815992,38.126041412353516
114,0.551219512195122,28.580487804878047,1.5737275042815992,38.126041412353516
115,0.5560975609756098,28.302439024390242,1.5737275042815992,38.126041412353516
116,0.5609756097560976,28.024390243902435,1.5737275042815992,38.126041412353516
117,0.5658536585365853,27.746341463414637,1.5737275042815992,38.126041412353516
118,0.5707317073170731,27.46829268292683,1.5737275042815992,38.126041412353516
119,0.5756097560975609,27.19024390243903,1.5737275042815992,38.126041412353516
120,0.5804878048780487,26.91219512195122,1.5737275042815992,38.126041412353516
121,0.5853658536585366,26.634146341463413,1.5737275042815992,38.126041412353516
122,0.5902439024390244,26.356097560975613,1.5737275042815992,38.126041412353516
123,0.5951219512195122,26.078048780487805,1.5737275042815992,38.126041412353516
124,0.6,25.800000000000004,1.5737275042815992,38.126041412353516
125,0.6048780487804878,25.521951219512196,1.5737275042815992,38.126041412353516
126,0.6097560975609756,25.24390243902439,1.5737275042815992,38.126041412353516
127,0.6146341463414634,24.965853658536588,1.5737275042815992,38.126041412353516
128,0.6195121951219512,24.68780487804878,1.5737275042815992,38.126041412353516
129,0.624390243902439,24.409756097560972,1.5737275042815992,38.126041412353516
130,0.6292682926829268,24.13170731707317,1.5737275042815992,38.126041412353516
131,0.6341463414634146,23.853658536585364,1.5737275042815992,38.126041412353516
132,0.6390243902439025,23.575609756097563,1.5737275042815992,38.126041412353516
133,0.6439024390243903,23.297560975609755,1.5737275042815992,38.126041412353516
134,0.6487804878048781,23.019512195121948,1.5737275042815992,38.126041412353516
135,0.6536585365853659,22.741463414634147,1.5737275042815992,38.126041412353516
136,0.6585365853658537,22.46341463414634,1.5737275042815992,38.126041412353516
137,0.6634146341463415,22.18536585365853,1.5737275042815992,38.126041412353516
138,0.6682926829268293,21.90731707317073,1.5737275042815992,38.126041412353516
139,0.6731707317073171,21.629268292682923,1.5737275042815992,38.126041412353516
140,0.6780487804878049,21.351219512195122,1.5737275042815992,38.126041412353516
141,0.6829268292682927,21.073170731707314,1.5737275042815992,38.126041412353516
142,0.6878048780487804,20.795121951219514,1.5737275042815992,38.126041412353516
143,0.6926829268292682,20.517073170731713,1.5737275042815992,38.126041412353516
144,0.697560975609756,20.239024390243905,1.5737275042815992,38.126041412353516
145,0.7024390243902439,19.960975609756098,1.5737275042815992,38.126041412353516
146,0.7073170731707317,19.682926829268297,1.5737275042815992,38.126041412353516
147,0.7121951219512195,19.40487804878049,1.5737275042815992,38.126041412353516
148,0.7170731707317073,19.12682926829268,1.5737275042815992,38.126041412353516
149,0.7219512195121951,18.84878048780488,1.5737275042815992,38.126041412353516
150,0.7268292682926829,18.570731707317073,1.5737275042815992,38.126041412353516
151,0.7317073170731707,18.292682926829272,1.5737275042815992,38.126041412353516
152,0.7365853658536585,18.014634146341464,1.5737275042815992,38.126041412353516
153,0.7414634146341463,17.736585365853657,1.5737275042815992,38.126041412353516
154,0.7463414634146341,17.458536585365856,1.5737275042815992,38.126041412353516
155,0.751219512195122,17.180487804878048,1.5737275042815992,38.126041412353516
156,0.7560975609756098,16.90243902439024,1.5737275042815992,38.126041412353516
157,0.7609756097560976,16.62439024390244,1.5737275042815992,38.126041412353516
158,0.7658536585365854,16.346341463414632,1.5737275042815992,38.126041412353516
159,0.7707317073170732,16.06829268292683,1.5737275042815992,38.126041412353516
160,0.775609756097561,15.790243902439023,1.5737275042815992,38.126041412353516
161,0.7804878048780488,15.512195121951216,1.5737275042815992,38.126041412353516
162,0.7853658536585366,15.234146341463415,1.5737275042815992,38.126041412353516
163,0.7902439024390244,14.956097560975607,1.5737275042815992,38.126041412353516
164,0.7951219512195122,14.6780487804878,1.5737275042815992,38.126041412353516
165,0.8,14.399999999999999,1.5737275042815992,38.126041412353516
166,0.8048780487804879,14.12195121951219,1.5737275042815992,38.126041412353516
167,0.8097560975609757,13.84390243902439,1.5737275042815992,38.126041412353516
168,0.8146341463414634,13.56585365853659,1.5737275042815992,38.126041412353516
169,0.8195121951219512,13.287804878048782,1.5737275042815992,38.126041412353516
170,0.824390243902439,13.009756097560981,1.5737275042815992,38.126041412353516
171,0.8292682926829268,12.731707317073173,1.5737275042815992,38.126041412353516
172,0.8341463414634146,12.453658536585365,1.5737275042815992,38.126041412353516
173,0.8390243902439024,12.175609756097565,1.5737275042815992,38.126041412353516
174,0.8439024390243902,11.897560975609757,1.5737275042815992,38.126041412353516
175,0.848780487804878,11.619512195121949,1.5737275042815992,38.126041412353516
176,0.8536585365853658,11.341463414634148,1.5737275042815992,38.126041412353516
177,0.8585365853658536,11.06341463414634,1.5737275042815992,38.126041412353516
178,0.8634146341463415,10.78536585365854,1.5737275042815992,38.126041412353516
179,0.8682926829268293,10.507317073170732,1.5737275042815992,38.126041412353516
180,0.8731707317073171,10.229268292682924,1.5737275042815992,38.126041412353516
181,0.8780487804878049,9.951219512195124,1.5737275042815992,38.126041412353516
182,0.8829268292682927,9.673170731707316,1.5737275042815992,38.126041412353516
183,0.8878048780487805,9.395121951219508,1.5737275042815992,38.126041412353516
184,0.8926829268292683,9.117073170731707,1.5737275042815992,38.126041412353516
185,0.8975609756097561,8.8390243902439,1.5737275042815992,38.126041412353516
186,0.9024390243902439,8.560975609756099,1.5737275042815992,38.126041412353516
187,0.9073170731707317,8.282926829268291,1.5737275042815992,38.126041412353516
188,0.9121951219512195,8.004878048780483,1.5737275042815992,38.126041412353516
189,0.9170731707317074,7.726829268292683,1.5737275042815992,38.126041412353516
190,0.9219512195121952,7.448780487804875,1.5737275042815992,38.126041412353516
191,0.926829268292683,7.170731707317067,1.5737275042815992,38.126041412353516
192,0.9317073170731708,6.892682926829266,1.5737275042815992,38.126041412353516
193,0.9365853658536586,6.614634146341459,1.5737275042815992,38.126041412353516
194,0.9414634146341463,6.336585365853665,1.5737275042815992,38.126041412353516
195,0.9463414634146341,6.058536585365857,1.5737275042815992,38.126041412353516
196,0.9512195121951219,5.7804878048780495,1.5737275042815992,38.126041412353516
197,0.9560975609756097,5.502439024390249,1.5737275042815992,38.126041412353516
198,0.9609756097560975,5.224390243902441,1.5737275042815992,38.126041412353516
199,0.9658536585365853,4.946341463414633,1.5737275042815992,38.126041412353516
200,0.9707317073170731,4.6682926829268325,1.5737275042815992,38.126041412353516
201,0.975609756097561,4.390243902439025,1.5737275042815992,38.126041412353516
202,0.9804878048780488,4.112195121951217,1.5737275042815992,38.126041412353516
203,0.9853658536585366,3.8341463414634163,1.5737275042815992,38.126041412353516
204,0.9902439024390244,3.5560975609756085,1.5737275042815992,38.126041412353516
205,0.9951219512195122,3.278048780487808,1.5737275042815992,38.126041412353516
206,1.0,3.0,1.5737275042815992,38.126041412353516
