frame,rack_progress,rack_focus_distance_m,fixed_depth_scale_a,fixed_depth_offset_b,first_frame_target_raw_median_m,first_frame_bonnet_raw_median_m
39,0.18536585365853658,59.99480792708126,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
40,0.1902439024390244,59.96520745154003,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
41,0.1951219512195122,59.89228179774616,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
42,0.2,59.76032,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
43,0.2048780487804878,59.55663884594593,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
44,0.2097560975609756,59.27140886775944,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
45,0.2146341463414634,58.89748033333425,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
46,0.21951219512195122,58.43020923746947,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
47,0.22439024390243903,57.86728329305671,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
48,0.22926829268292684,57.208547922267186,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
49,0.23414634146341465,56.4558322477389,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
50,0.23902439024390243,55.61277508376371,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
51,0.24390243902439024,54.68465092747448,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
52,0.24878048780487805,53.678195950032226,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
53,0.25365853658536586,52.601433987813216,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
54,0.25853658536585367,51.463502533596106,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
55,0.2634146341463415,50.27447872774906,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
56,0.2682926829268293,49.045205349416904,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
57,0.2731707317073171,47.787116807708195,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
58,0.2780487804878049,46.51206513288244,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
59,0.28292682926829266,45.23214596753712,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
60,0.28780487804878047,43.95952455779488,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
61,0.2926829268292683,42.70626174449066,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
62,0.2975609756097561,41.48413995435876,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
63,0.3024390243902439,40.30448919122008,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
64,0.3073170731707317,39.17801302716909,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
65,0.3121951219512195,38.114614593761104,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
66,0.3170731707317073,37.12322257319934,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
67,0.32195121951219513,36.211617189522045,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
68,0.32682926829268294,35.386256199789585,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
69,0.33170731707317075,34.652100885271736,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
70,0.33658536585365856,34.01244204263455,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
71,0.34146341463414637,33.46872597512774,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
72,0.3463414634146341,33.02038048377162,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
73,0.35121951219512193,32.66464085854429,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
74,0.35609756097560974,32.39637586956887,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
75,0.36097560975609755,32.20791375830041,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
76,0.36585365853658536,32.08886822871331,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
77,0.37073170731707317,32.02596443848799,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
78,0.375609756097561,32.002864990198674,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
79,0.3804878048780488,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
80,0.3853658536585366,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
81,0.3902439024390244,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
82,0.3951219512195122,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
83,0.4,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
84,0.40487804878048783,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
85,0.4097560975609756,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
86,0.4146341463414634,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
87,0.4195121951219512,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
88,0.424390243902439,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
89,0.4292682926829268,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
90,0.43414634146341463,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
91,0.43902439024390244,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
92,0.44390243902439025,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
93,0.44878048780487806,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
94,0.45365853658536587,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
95,0.4585365853658537,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
96,0.4634146341463415,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
97,0.4682926829268293,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
98,0.47317073170731705,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
99,0.47804878048780486,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
100,0.48292682926829267,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
101,0.4878048780487805,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
102,0.4926829268292683,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
103,0.4975609756097561,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
104,0.5024390243902439,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
105,0.5073170731707317,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
106,0.5121951219512195,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
107,0.5170731707317073,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
108,0.5219512195121951,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
109,0.526829268292683,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
110,0.5317073170731708,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
111,0.5365853658536586,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
112,0.5414634146341464,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
113,0.5463414634146342,32.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
114,0.551219512195122,31.99994458984378,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
115,0.5560975609756098,31.99335354392956,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
116,0.5609756097560976,31.962833776156703,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
117,0.5658536585365853,31.892692733641976,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
118,0.5707317073170731,31.770306802000793,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
119,0.5756097560975609,31.58593186469915,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
120,0.5804878048780487,31.332513862405552,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
121,0.5853658536585366,31.005499352342966,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
122,0.5902439024390244,30.60264606764074,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
123,0.5951219512195122,30.12383347668654,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
124,0.6,29.570873342478286,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
125,0.6048780487804878,28.947320281976108,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
126,0.6097560975609756,28.25828232545425,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
127,0.6146341463414634,27.510231475853022,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
128,0.6195121951219512,26.710814268130736,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
129,0.624390243902439,25.868662328615645,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
130,0.6292682926829268,24.993202934357857,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
131,0.6341463414634146,24.0944695724813,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
132,0.6390243902439025,23.182912499535647,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
133,0.6439024390243903,22.269209300848228,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
134,0.6487804878048781,21.364075449876005,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
135,0.6536585365853659,20.47807486755748,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
136,0.6585365853658537,19.62143048166465,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
137,0.6634146341463415,18.80383478615491,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
138,0.6682926829268293,18.034260400523024,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
139,0.6731707317073171,17.32077062915306,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
140,0.6780487804878049,16.670330020670285,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
141,0.6829268292682927,16.088614927293133,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
142,0.6878048780487804,15.579824064185178,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
143,0.6926829268292682,15.146489068806947,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
144,0.697560975609756,14.789285060267996,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
145,0.7024390243902439,14.506841198678778,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
146,0.7073170731707317,14.295551244502573,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
147,0.7121951219512195,14.149384117907417,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
148,0.7170731707317073,14.059694458118106,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
149,0.7219512195121951,14.015033182768043,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
150,0.7268292682926829,14.000958047251238,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
151,0.7317073170731707,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
152,0.7365853658536585,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
153,0.7414634146341463,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
154,0.7463414634146341,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
155,0.751219512195122,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
156,0.7560975609756098,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
157,0.7609756097560976,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
158,0.7658536585365854,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
159,0.7707317073170732,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
160,0.775609756097561,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
161,0.7804878048780488,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
162,0.7853658536585366,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
163,0.7902439024390244,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
164,0.7951219512195122,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
165,0.8,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
166,0.8048780487804879,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
167,0.8097560975609757,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
168,0.8146341463414634,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
169,0.8195121951219512,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
170,0.824390243902439,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
171,0.8292682926829268,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
172,0.8341463414634146,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
173,0.8390243902439024,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
174,0.8439024390243902,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
175,0.848780487804878,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
176,0.8536585365853658,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
177,0.8585365853658536,14.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
178,0.8634146341463415,13.995841745407827,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
179,0.8682926829268293,13.944813841118094,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
180,0.8731707317073171,13.795717453467683,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
181,0.8780487804878049,13.515704855989192,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
182,0.8829268292682927,13.088444244397067,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
183,0.8878048780487805,12.511932197225763,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
184,0.8926829268292683,11.796306136467908,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
185,0.8975609756097561,10.961656788212476,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
186,0.9024390243902439,10.03584064328295,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
187,0.9073170731707317,9.05229241787549,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
188,0.9121951219512195,8.04783751419709,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
189,0.9170731707317074,7.060504481103764,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
190,0.9219512195121952,6.127337474738692,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
191,0.926829268292683,5.2822087191704,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
192,0.9317073170731708,4.553630967030918,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
193,0.9365853658536586,3.9625699601539566,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
194,0.9414634146341463,3.520256890213073,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
195,0.9463414634146341,3.226000859359784,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
196,0.9512195121951219,3.065001340861844,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
197,0.9560975609756097,3.0061606397413367,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
198,0.9609756097560975,3.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
199,0.9658536585365853,3.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
200,0.9707317073170731,3.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
201,0.975609756097561,3.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
202,0.9804878048780488,3.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
203,0.9853658536585366,3.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
204,0.9902439024390244,3.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
205,0.9951219512195122,3.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
206,1.0,3.0,1.6800666193023104,-4.054289503032654,38.126041412353516,4.19881534576416
