frame,state,raw_model_target_depth_m,motion_prior_depth_m,measured_current_focus_distance_m
77,tracking,40.97377014160156,14.571748655644479,18.642396559562034
78,tracking,41.85539245605469,14.50878802446382,18.433521978593728
79,tracking,42.833961486816406,14.460753687972716,18.747430335363276
80,tracking,43.07415008544922,14.367461226056982,18.739198042583546
81,tracking,42.21364212036133,14.265811339699196,18.46680812740804
82,tracking,41.28082275390625,14.17479037887402,18.421731157160522
83,tracking,41.93559646606445,14.072702834904257,18.344453502156842
84,tracking,42.27301025390625,13.945150528058505,18.356152678796427
85,tracking,41.55013656616211,13.83603779052123,18.92731520910096
86,tracking,41.62744140625,13.712784283060335,19.219528265862216
87,tracking,40.96086883544922,13.574792396391576,17.490126906047546
88,tracking,40.07469940185547,13.443690143865902,17.12889594707046
89,tracking,39.55403137207031,13.331438409331135,17.92899787854128
90,tracking,37.905853271484375,13.215676681896555,18.059797698901555
91,tracking,36.91615676879883,13.062700018745886,14.829211106098661
92,tracking,36.47877883911133,12.938340642125787,14.043538217275884
93,tracking,36.81187438964844,12.823127095451536,17.278504151780837
94,tracking,36.35362243652344,12.697422376347518,17.729723945063267
95,tracking,34.98365783691406,12.553493837307514,14.572357227623748
96,tracking,36.14263916015625,12.423068912813113,13.842575843665045
97,tracking,37.0086784362793,12.27667063360262,12.729542561699905
98,tracking,37.871063232421875,12.14432707614439,12.405008910347515
99,tracking,38.12029266357422,12.014780086401398,16.357007115818487
100,tracking,39.01557159423828,11.887591565164193,16.84052025224826
101,tracking,38.488059997558594,11.746310878777681,13.100696186640949
102,tracking,38.8422737121582,11.616331091464293,12.421879044237599
103,tracking,39.3489990234375,11.484841783423239,12.857934127906391
104,tracking,40.11389923095703,11.352363462183952,12.610093279281173
105,tracking,41.986019134521484,11.232398663198357,18.042496467172935
106,tracking,42.13436508178711,11.106588831908038,18.702899185499525
107,tracking,41.8700065612793,10.987415598924244,13.707141096544412
108,tracking,40.518348693847656,10.865581356983597,13.589251210563203
109,tracking,41.76995849609375,10.732354389342092,17.322998811345222
110,tracking,40.53437805175781,10.607767211570232,17.607453937760134
111,tracking,39.725433349609375,10.471964424066178,15.825446742092243
112,tracking,38.555789947509766,10.347911175982402,15.437826487021844
113,tracking,38.436683654785156,10.204166124721302,17.70720143505889
114,tracking,39.09882736206055,10.08082347647247,18.016369502825974
115,tracking,39.39735412597656,9.948937821354138,17.88419036881379
116,tracking,40.26990509033203,9.810426030839778,17.845028514886277
117,tracking,39.965065002441406,9.67619829631151,17.333596127513704
118,tracking,40.453643798828125,9.557245981094542,17.21825831790025
119,tracking,41.01116180419922,9.42943456765874,8.437229504673564
120,tracking,41.07960510253906,9.309021433869283,6.904348902477158
121,deep-focus-pull,,9.182227826393273,6.904348902477158
122,deep-focus-pull,,9.055434218917263,6.904348902477158
123,deep-focus-pull,,8.928640611441253,6.904348902477158
124,deep-focus-pull,,8.801847003965243,6.904348902477158
125,deep-focus-pull,,8.675053396489233,6.904348902477158
126,deep-focus-pull,,8.548259789013223,6.904348902477158
127,deep-focus-pull,,8.421466181537212,6.904348902477158
128,deep-focus-pull,,8.294672574061202,6.904348902477158
129,deep-focus-pull,,8.167878966585192,6.904348902477158
130,deep-focus-pull,,8.041085359109182,6.904348902477158
131,deep-focus-pull,,7.914291751633172,6.904348902477158
132,deep-focus-pull,,7.787498144157162,6.904348902477158
133,deep-focus-pull,,7.660704536681152,6.904348902477158
134,deep-focus-pull,,7.533910929205142,6.904348902477158
135,deep-focus-pull,,7.407117321729132,6.904348902477158
136,deep-focus-pull,,7.280323714253122,6.904348902477158
137,deep-focus-pull,,7.1535301067771115,6.904348902477158
138,deep-focus-pull,,7.0267364993011014,6.904348902477158
139,deep-focus-pull,,6.899942891825091,6.904348902477158
140,deep-focus-pull,,6.773149284349081,6.904348902477158
141,deep-focus-pull,,6.646355676873071,6.904348902477158
142,deep-focus-pull,,6.519562069397061,6.904348902477158
143,deep-focus-pull,,6.392768461921051,6.904348902477158
144,deep-focus-pull,,6.265974854445041,6.904348902477158
145,deep-focus-pull,,6.139181246969031,6.904348902477158
146,deep-focus-pull,,6.012387639493021,6.904348902477158
147,deep-focus-pull,,5.885594032017011,6.904348902477158
148,deep-focus-pull,,5.7588004245410005,6.904348902477158
149,deep-focus-pull,,5.63200681706499,6.904348902477158
150,deep-focus-pull,,5.50521320958898,6.904348902477158
151,deep-focus-pull,,5.37841960211297,6.904348902477158
152,deep-focus-pull,,5.25162599463696,6.904348902477158
153,deep-focus-pull,,5.12483238716095,6.904348902477158
154,deep-focus-pull,,4.99803877968494,6.904348902477158
155,deep-focus-pull,,4.87124517220893,6.904348902477158
156,deep-focus-pull,,4.74445156473292,6.904348902477158
157,deep-focus-pull,,4.61765795725691,6.904348902477158
158,deep-focus-pull,,4.4908643497808995,6.904348902477158
159,deep-focus-pull,,4.3640707423048894,6.904348902477158
160,deep-focus-pull,,4.237277134828879,6.904348902477158
161,deep-focus-pull,,4.110483527352869,6.904348902477158
162,deep-focus-pull,,3.983689919876859,6.904348902477158
163,deep-focus-pull,,3.856896312400849,6.904348902477158
164,deep-focus-pull,,3.730102704924839,6.904348902477158
165,deep-focus-pull,,3.603309097448829,6.904348902477158
166,deep-focus-pull,,3.476515489972819,6.904348902477158
167,deep-focus-pull,,3.3497218824968087,6.904348902477158
168,deep-focus-pull,,3.2229282750207986,6.904348902477158
169,deep-focus-pull,,3.0961346675447885,6.904348902477158
170,deep-focus-pull,,2.9693410600687784,6.904348902477158
171,deep-focus-pull,,2.8425474525927683,6.904348902477158
172,deep-focus-pull,,2.715753845116758,6.904348902477158
173,deep-focus-pull,,2.588960237640748,6.904348902477158
174,deep-focus-pull,,2.462166630164738,6.904348902477158
175,deep-focus-pull,,2.335373022688728,6.904348902477158
176,deep-focus-pull,,2.208579415212718,6.904348902477158
177,deep-focus-pull,,2.0817858077367077,6.904348902477158
178,deep-focus-pull,,1.9549922002606976,6.904348902477158
179,deep-focus-pull,,1.8281985927846875,6.904348902477158
180,deep-focus-pull,,1.7014049853086775,6.904348902477158
181,deep-focus-pull,,1.5746113778326674,6.904348902477158
182,deep-focus-pull,,1.4478177703566573,6.904348902477158
183,deep-focus-pull,,1.3210241628806472,6.904348902477158
184,deep-focus-pull,,1.194230555404637,6.904348902477158
185,deep-focus-pull,,1.067436947928627,6.904348902477158
186,deep-focus-pull,,0.9406433404526169,6.904348902477158
187,deep-focus-pull,,0.8138497329766068,6.904348902477158
188,deep-focus-pull,,0.6870561255005967,6.904348902477158
189,deep-focus-pull,,0.5602625180245866,6.904348902477158
190,deep-focus-pull,,0.5,6.904348902477158
191,deep-focus-pull,,0.5,6.904348902477158
192,deep-focus-pull,,0.5,6.904348902477158
193,deep-focus-pull,,0.5,6.904348902477158
194,deep-focus-pull,,0.5,6.904348902477158
195,deep-focus-pull,,0.5,6.904348902477158
196,deep-focus-pull,,0.5,6.904348902477158
197,deep-focus-pull,,0.5,6.904348902477158
198,deep-focus-pull,,0.5,6.904348902477158
199,deep-focus-pull,,0.5,6.904348902477158
200,deep-focus-pull,,0.5,6.904348902477158
201,deep-focus-pull,,0.5,6.904348902477158
202,deep-focus-pull,,0.5,6.904348902477158
203,deep-focus-pull,,0.5,6.904348902477158
204,deep-focus-pull,,0.5,6.904348902477158
205,deep-focus-pull,,0.5,6.904348902477158
206,deep-focus-pull,,0.5,6.904348902477158
